adult,belongs_to_collection,budget,genres,homepage,tmdb_id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
False,,0,"[{'id': 99, 'name': 'Documentary'}]",,82686,tt1326283,en,Jane's Journey,"It would be hard to name anyone who has had more of an impact in the realm of animal research and wildlife conservation than Jane Goodall, whose 45 year study of wild chimpanzees in Africa is legendary. In Jane's Journey, we travel with her across several continents, from her childhood home in England, to the Gombe National Park in Tanzania where she began her groundbreaking research and where she still returns every year to enjoy the company of the chimpanzees that made her famous. Featuring a wide range of interviews and spectacular footage from her own private collection, Jane's Journey is an inspiring portrait of the private person behind the world-famous icon.",1.831371,/ig1inzD7qY0Oq30inhVVX5p2ert.jpg,[],[],2011-09-06,0,107.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Jane's Journey,False,4.6,4
False,,0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}]",,4798,tt0063152,fr,"Je t'aime, je t'aime","Recovering from an attempted suicide, a man is selected to participate in a time travel experiment that has only been tested on mice. A malfunction in the experiment causes the man to experience moments from his past in a random order.",1.236641,/lCRSBE0SzRaoOcaJMYGpxDaue9i.jpg,"[{'name': 'Les Productions Fox Europa', 'id': 1602}, {'name': 'Parc Film', 'id': 14680}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",1968-04-24,0,94.0,"[{'iso_639_1': 'nl', 'name': 'Nederlands'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,The past is the present and future in Alain Resnais' new time machine.,"Je t'aime, je t'aime",False,6.3,16
False,,31000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,11352,tt0096794,en,Always,"Pete Sandich is a reckless fire-fighting pilot who is killed in what was to have been his final mission. Ascending to Heaven, Pete is introduced to business-like angel who instructs the spectral Pete to pass on his aviation knowledge to his young successor. While doing so, Pete also smoothes the course of romance for his earthly girlfriend who, after several months of grieving, finally falls in love with another man.",5.443097,/zNMsK3NNxVzOPGHmOfBG4TCbwHW.jpg,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Amblin Entertainment', 'id': 56}, {'name': 'United Artists', 'id': 60}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1989-12-22,74134790,122.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,They couldn't hear him. They couldn't see him. But he was there when they needed him... Even after he was gone.,Always,False,6.0,136
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",,41970,tt0093393,en,The Last of England,The artist's personal commentary on the decline of his country in a language closer to poetry than prose. A dark meditation on London under Thatcher.,2.592915,/mwBg0DjmlhzDhwIiuNXhTmPQgyI.jpg,"[{'name': 'Channel Four Films', 'id': 181}, {'name': 'Tartan Films', 'id': 2458}, {'name': 'Zweites Deutsches Fernsehen (ZDF)', 'id': 4606}, {'name': 'British Screen Productions', 'id': 12745}, {'name': 'Anglo International Films', 'id': 31596}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1987-08-23,0,87.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Last of England,False,6.1,6
False,,0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 878, 'name': 'Science Fiction'}]",,4474,tt0465624,en,My Super Ex-Girlfriend,"When New York architect Matt Saunders dumps his new girlfriend Jenny Johnson - a smart, sexy and reluctant superhero known as G-Girl - she uses her powers to make his life a living hell!",12.819565,/vs4jcY5NQA24zFGihY2EiqEA5hI.jpg,"[{'name': 'Regency Enterprises', 'id': 508}, {'name': 'New Regency Pictures', 'id': 10104}, {'name': 'Pariah', 'id': 11733}, {'name': 'S E Productions Inc.', 'id': 89632}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2006-06-20,60896147,95.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Hell hath no fury like a superwoman scorned.,My Super Ex-Girlfriend,False,4.8,453
False,,0,"[{'id': 99, 'name': 'Documentary'}]",,167548,tt0494831,sr,Knjiga rekorda Šutke,"A documentary about bizarre residents of Shutka, a Macedonian village built on the former city dump area. Shutka, where everyone is the champion of something. This film is a celebration of the culture, humor, spirit, oddities and idiosyncrasies of the Roma, one of the world's poorest and most persecuted peoples. Ultimately we are instructed in the celebration of life despite any and all circumstances - everyone is of value here.",0.285012,/xReTlnXIsB5P9aAzs9EQPKzYQ6o.jpg,[],"[{'iso_3166_1': 'RS', 'name': 'Serbia'}, {'iso_3166_1': 'CZ', 'name': 'Czech Republic'}]",2005-11-03,0,78.0,"[{'iso_639_1': 'mk', 'name': ''}, {'iso_639_1': 'sr', 'name': 'Srpski'}]",Released,,The Shutka Book of Records,False,6.5,2
False,,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 35, 'name': 'Comedy'}]",,12416,tt0478394,da,Vikaren,6th Grade gets a new substitute teacher. She wants to train the class for an international competition in Paris. But something isn't right. How is she able read kids' minds? Why is she so mean? And how does she manage to convince everyone's parents she is so great when the whole class knows she is really an alien?,9.952905,/zHApRXaV1NckNtZh6PnKChie2l1.jpg,"[{'name': 'Thura Film', 'id': 2105}]","[{'iso_3166_1': 'DK', 'name': 'Denmark'}]",2007-03-13,0,93.0,"[{'iso_639_1': 'da', 'name': 'Dansk'}]",Released,,The Substitute,False,5.7,19
False,,0,"[{'id': 10752, 'name': 'War'}, {'id': 99, 'name': 'Documentary'}, {'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}, {'id': 10770, 'name': 'TV Movie'}]",,59993,tt0180657,de,Der Dritte Weltkrieg,"This mock documentary uses archival footage, interviews and reports taken out of context and staged interviews to highlight a possible escalation into a nuclear war. In this feature, tension in East Germany, and an uprising triggered by a visit by Gorbachev sees a successful military coup taking place in the USSR. Western actions against brutal crack-downs on civilians involved increases tension between the sides, finally resulting in nuclear war.",0.200477,/ch1FATh0UQkFaBXjeK7rGyzBAAk.jpg,"[{'name': 'Zweites Deutsches Fernsehen (ZDF)', 'id': 4606}, {'name': 'Discovery Channel', 'id': 6790}, {'name': 'Rai 3', 'id': 67486}, {'name': 'CineCentrum Deutsche Gesellschaft für Film- und Fernsehproduktion GmbH', 'id': 76954}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}]",1998-12-01,0,88.0,[],Released,,World War Three,False,6.6,4
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 14, 'name': 'Fantasy'}]",,189151,tt1818377,ja,ひみつのアッコちゃん,Young Atsuko Kagami comes into possession of a magical mirror that lets her transform into anything she wishes. Atsuko Kagami then attempts to save a company which is about to be sold by using her transformation abilities. She also falls in love as a 22-year-old college student.,0.993302,/uqRAWPUYDsU4077KowZgpowSj6G.jpg,"[{'name': 'Shochiku', 'id': 5906}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",2012-08-31,0,120.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,,Akko's Secret,False,6.7,3
False,,558000,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}]",,35545,tt0023196,en,Mata Hari,"A semi-fictionalized account of the life of Mata Hari, an exotic dancer who was accused of spying for Germany during World War I.",1.41344,/agS6LAbfWfScBZ8F1pVhtuJ9a2p.jpg,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1931-12-26,2227000,89.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Men worshipped her like a goddess, only to be betrayed by a kiss!",Mata Hari,False,6.1,9
False,,10000000,"[{'id': 18, 'name': 'Drama'}]",https://www.facebook.com/CesarChavezMovie,230779,tt1621046,en,Cesar Chavez,"A biography of the civil-rights activist and labor organizer Cesar Chavez.  Chronicling the birth of a modern American labour movement, Cesar Chavez tells the story of the famed civil rights leader and labour organiser torn between his duties as a husband and father and his commitment to securing a living wage for farm workers. Passionate but soft-spoken, Chavez embraced non-violence as he battled greed and prejudice in his struggle to bring dignity to working people.",2.851638,/cyEpCV8nLfhloAkwNxel4OjIhAA.jpg,[],"[{'iso_3166_1': 'MX', 'name': 'Mexico'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2014-03-28,0,102.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,History is made one step at a time.,Cesar Chavez,False,6.1,20
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",,117269,tt0099969,en,Lambada,"Kevin Laird is a Beverly Hills school teacher by day and a mystery man by night. Using his lambada dance moves to first earn the kid's respect and acceptance, Kevin then teaches them academics. But when a jealous student exposes Kevin's double life, his two worlds collide, threatening his job and reputation.",0.802118,/ckioJl5xDaCTCDBKiySYgn4TrqG.jpg,"[{'name': 'Cannon Films', 'id': 4110}, {'name': 'Film and Television Corporation', 'id': 93636}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1990-03-19,0,104.0,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,Lambada,False,4.6,5
False,,0,"[{'id': 27, 'name': 'Horror'}]",,29103,tt0057465,en,The Sadist,Three people driving into Los Angeles for a Dodgers game have car trouble and pull off into an old wrecking yard where they are held at bay by a bloodthirsty psycho and his crazy girlfriend.,1.122097,/3m1pUOGi568pXGNO3pQYi9ko8JR.jpg,"[{'name': 'Fairway International Pictures', 'id': 12354}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1963-04-01,0,92.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"What Fiendish Passion Twisted His Mind--Made Him Torment, Torture, Kill?",The Sadist,False,6.4,15
False,,0,"[{'id': 18, 'name': 'Drama'}]",,160171,tt2626926,fa,پرده,"A man, his dog, a young woman and a filmmaker in a house by the Caspian Sea. All three are wanted, but they are also in search of each other. Thus begins an absurd game in which reality and fiction merge.",0.53312,/rMKLI68cotzGnnn714wfLqD1B8c.jpg,[],"[{'iso_3166_1': 'IR', 'name': 'Iran'}]",2013-02-12,0,106.0,"[{'iso_639_1': 'fa', 'name': 'فارسی'}]",Released,,Closed Curtain,False,7.4,5
False,,0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",,58255,tt0282667,en,Kung Phooey,"The plot follows Art Chew's (a pun of the sound one makes when sneezing) quest to retrieve the ancient peach. The movie starts with Art Chew traveling to America, as well as showing Art's training at the Shur-li temple (a play on words with the child actor Shirley Temple), showing many kung-fu clichés such as grabbing the pebble from the masters hand (which Art succeeds without effort), fighting on trees in this case small potted palms and ""listing"" for elements (Earth, Wind and Fire play a funky tune). After the montage is shown Art meets up with his cousin Wayman (A parody on the way Chinese pronounce r as w) a Chinese adult who tries to act American so he isn't embarrassed by stereotypes and foster cousin Roy Lee, an African American who sincerely believes he is a reincarnation of Bruce Lee.",0.405229,/6WYhXaB0zM3CZoBfyhqyJ0nhaIj.jpg,[],[],2003-03-11,0,87.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"All the action, twice the laughs... no M.S.G.",Kung Phooey,False,7.0,3
False,,0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10770, 'name': 'TV Movie'}]",,44117,tt0111735,en,Without Warning,"A television program is interupted by a news network announcing that three meteors have hit the United States, France and China. At first it seems natural but after interviews by scientists and eyewitness seems to suggest that it is not. Three more meteors are coming and the various Earth governments combine forces to stop them.",0.678068,/1oG3MqY623Bl0AnR1CwumVC6gBA.jpg,[],[],1994-10-30,0,100.0,[],Released,,Without Warning,False,6.7,6
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,37637,tt0049843,en,There's Always Tomorrow,"There’s Always Tomorrow is a remake of a 1934 film of the same name. Fred MacMurray is a toy company executive whose wife (Joan Bennett) and kids (Gigi Perreau, William Reynolds and Judy Nugent) take him for granted. Barbara Stanwyck is Fred’s former girlfriend, whose own business activities result in a surprise reunion. MacMurray falls back in love with Stanwyck and prepares to leave his family. MacMurray’s children go to Stanwyck and politely ask her to back off.",0.573692,/tN0ZjDPxrQlEU5C5aX1wmTb58s7.jpg,"[{'name': 'Universal International Pictures (UI)', 'id': 10330}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1956-02-01,0,84.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,,There's Always Tomorrow,False,7.4,12
False,,19000000,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",,9599,tt0094761,en,The Blob,"Remake of the 1958 horror sci-fi about a deadly blob which is the spawn of a secret government germ warfare project which consumes everyone in its path. Teenagers try in vain to warn the townsfolk, who refuse to take them seriously, while government agents try to cover up the evidence and confine the creature.",10.874079,/dC7KOlc8oVSgUw607E2S7P3WLwb.jpg,"[{'name': 'TriStar Pictures', 'id': 559}, {'name': 'Palisades California Inc.', 'id': 42226}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1988-08-05,8247943,95.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Scream now, while there's still room to breathe.  Terror has no shape.",The Blob,False,6.3,187
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,257214,tt2608030,en,Loaded,Old friends reunite to accompany a friend on a road trip to rehab.,0.674434,/au8xCV1zUe0Puw9uLIKCQlbRJzX.jpg,[],[],2014-03-08,0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Loaded,False,4.0,3
False,,0,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]",,80853,tt0036419,en,Tennessee Johnson,"The tumultuous presidency of 17th-president Andrew Johnson is chronicled in this biopic. The story begins with Johnson's boyhood and covers his early life. During the Civil War, Johnson stays a staunch Unionist and upon Lincoln's reelection in 1864, becomes his Vice President. After Lincoln's assassination, Johnson becomes the President and became the first U.S. president ever to be impeached.",0.043458,/fP13bOvq7tRQCWnr6wWIGztauxd.jpg,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1942-12-01,0,103.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,From poverty to a president.  A great American story!,Tennessee Johnson,False,6.0,1
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",,22342,tt0047878,en,The Big Combo,"Police Lt. Leonard Diamond vies to bring a clever, well connected, and sadistic gangster to justice all the while obsessing over the gangsters' girlfriend.",1.787278,/4BB41enxARF7WHazMtZ9QP1lmUw.jpg,"[{'name': 'Security Pictures', 'id': 4388}, {'name': 'Theodora Productions', 'id': 4389}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1955-02-15,0,84.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Most Startling Story The Screen Has Ever Dared Reveal!,The Big Combo,False,7.2,25
False,,0,"[{'id': 18, 'name': 'Drama'}]",http://bitters.co.jp/gururi/,51549,tt1245489,ja,ぐるりのこと。,"Lily Franky plays the role of a courtroom sketch artist named Kanao, and actress Tae Kimura plays the role of his wife Shoko. The story takes place in the 1990s, involving real-life events from that time.",0.128822,/oviXQSqyaCV8CWp1wse8eN5BMTZ.jpg,"[{'name': 'Amuse Soft Entertainment', 'id': 3219}, {'name': 'Bitters End', 'id': 4667}, {'name': 'Eisei Gekijo', 'id': 9177}, {'name': 'Hakuhodo DY Media Partners', 'id': 11846}, {'name': 'Siglo, Ltd.', 'id': 75054}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",2008-06-07,0,140.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,,All Around Us,False,8.3,3
False,,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",,35113,tt0119347,en,I Want You,A young boy and his sister are drawn into one man's obsessive pursuit of his former lover.,6.888131,/iMnAh6K4jLnwDrtxjaCshX9k425.jpg,"[{'name': 'Revolution Films', 'id': 163}, {'name': 'Polygram Filmed Entertainment', 'id': 31080}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1998-02-15,0,87.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"What she wants, she gets.",I Want You,False,5.9,11
